artist_id,name,country,genres,tags,popularity_score,follower_count,active_since
A0280,Tammie Bright,US,"Jazz,Electronic,R&B","classic,experimental,energetic",0.13629583,1000,2016
A0281,Jessica Garcia,US,"Electronic,R&B,Metal","chill,art-rock,winter",0.32293427,2000,2000
A0282,Shelia Wallace,US,Ambient,"synth,heartbreak",0.36574453,1000,1976
A0283,Stephanie Williams,US,"Metal,Country,Latin","fast,african,bass,slow",0.07212485,1000,1998
A0284,Elaine Brooks,CA,"Jazz,Folk,Blues","classic,piano,drill",0.18133648,1000,1982
A0285,Joseph Knight,UK,Metal,"remix,mainstream",0.016007382,4000,1987
A0286,Carolyn Miller,US,"Folk,Classical","choir,energetic",0.31352678,9000,1974
A0287,Lisa Allen,UK,"Hip-Hop,Pop","house,summer,a-cappella,melancholic,road-trip",0.28547296,1000,1999
A0288,Briana Murray,CA,"Hip-Hop,Pop,Classical","folk-rock,piano",0.50388634,1000,1972
A0289,David Smith,US,"Pop,Hip-Hop","noise,classic,groove,solo,road-trip",0.70806247,2000,1987
A0290,Stephanie Byrd,BR,"Blues,R&B,Hip-Hop","drone,trance,group,road-trip,modern",0.34685916,3000,2019
A0291,Jeremy Reed,US,"Hip-Hop,Country,Latin","a-cappella,noise,british,chill",0.3702565,1000,2007
A0292,Margaret Coleman,KR,"Latin,Ambient,Indie","drone,latin",0.30680907,1000,1986
A0293,Ryan Gonzalez,US,"Metal,Folk,Hip-Hop","mainstream,drone,60s,remix",0.14632405,1000,2021
A0294,John Young,SE,"Ambient,R&B","remix,african,instrumental,vocals",0.06174918,3000,1960
A0295,Laura Haney,NG,"Pop,Classical","ambient,duo,underground,upbeat,80s",0.48585907,1000,2020
A0296,William Barrett,AR,"Latin,Classical","upbeat,ambient",0.07058487,2000,1982
A0297,Keith Jennings,BR,"Blues,Reggae,Ambient","80s,group,summer,slow,workout",0.12358041,5000,2011
A0298,Amber Obrien,JP,"Rock,Reggae,Folk","energetic,summer",0.22835389,1000,2019
A0299,Tanner Mitchell DDS,DE,"Metal,Classical","chill,piano",0.026357694,1000,1997
A0300,Heather Fields,JP,"Metal,R&B","cover,heartbreak,drone",0.019375227,1000,1998
A0301,Megan Le,US,"Ambient,Jazz","psychedelic,classic,funk",0.036046296,1000,2007
A0302,Sara Fuller,CA,Folk,"art-rock,lo-fi,trap,rainy-day,bass",0.10578572,1000,1975
A0303,Maria Parker,CA,"Latin,Metal,Electronic","electric,acoustic,road-trip,bass,2020s",0.13736925,2000,1971
A0304,Kevin Oconnor,SE,"Latin,Blues","heartbreak,morning,guitar",0.33040076,1000,1981
A0305,Edward Burgess,UK,"Metal,Folk","vocals,2010s,trance",0.55941087,1000,1990
A0306,Carlos Ryan,UK,Metal,"energetic,soul,neo-soul",0.19011034,1000,2006
A0307,Kiara Mcintyre,AU,"Rock,Indie,Metal","acoustic,cover",0.46598998,1000,1976
A0308,Dawn Summers,US,"Reggae,Rock","dance,2010s,heartbreak,70s,techno",0.53783244,1000,1995
A0309,Dr. Paul Morgan,US,Hip-Hop,"male-vocal,duo,house",0.4353718,2000,1960
A0310,Victor Taylor,UK,"Metal,Reggae,Electronic","trance,ambient,energetic,instrumental",0.35462898,1000,1961
A0311,Shannon Ramsey,UK,"Classical,Reggae,Ambient","morning,electric",0.082899116,1000,2020
A0312,Tracy Ballard,US,"Classical,R&B","solo,piano",0.052173708,1000,2013
A0313,Richard Smith,UK,Country,"night,heartbreak,cover",0.3026341,4000,2014
A0314,Jordan Chambers,UK,"Classical,Electronic","party,instrumental,upbeat,morning",0.37036264,1000,1980
A0315,Lauren Carson,US,"Latin,Country","noise,road-trip,rainy-day,chill,80s",0.3801393,2000,1992
A0316,Ashley Hall,UK,Indie,"female-vocal,night",0.32592642,1000,2002
A0317,Stephen Hoffman,DE,Metal,"underground,morning",0.603757,1000,1976
A0318,Connie Brown,US,Blues,"drums,american,duo",0.05785724,2000,2006
A0319,Susan Turner,MX,"Jazz,Rock","female-vocal,90s,remix,instrumental",0.12914878,2000,2003
A0320,Charles Shah,NG,"Latin,Electronic","melancholic,solo",0.35268447,1000,1985
A0321,Johnathan Davis,UK,"Pop,Hip-Hop","choir,art-rock,upbeat,a-cappella,2020s",0.34420612,2000,1987
A0322,Brandy Chavez,US,Ambient,"heartbreak,house",0.00921056,1000,1979
A0323,Natalie Bautista,CA,"Indie,Jazz","solo,british,electric,90s,studio",0.46254492,3000,2010
A0324,Patrick Moore,SE,Pop,"2000s,melancholic,spoken-word,fast,slow",0.1780238,2000,2022
A0325,Brett Burns,DE,Indie,"a-cappella,cover,european,heartbreak",0.39461905,3000,2022
A0326,Trevor Johnson,BR,"Folk,Latin,Jazz","workout,folk-rock,experimental,drone,slow",0.25958437,1000,2008
A0327,Jeremy Sampson,CA,"Country,Folk","modern,fast,drone,morning",0.38724968,1000,1981
A0328,Ariana Jennings,AU,Country,"soul,melancholic,drums,60s,winter",0.10084625,1000,2009
A0329,Vanessa Howard,US,"Metal,Reggae","instrumental,ambient,vocals,summer",0.25164884,22000,1975
A0330,Colton Martinez,FR,"R&B,Ambient","solo,mainstream,house,drone",0.3489713,1000,2016
A0331,Jordan Bates,US,"Reggae,Classical","drone,duo",0.10902783,2000,1976
A0332,Linda Smith,DE,"Folk,Reggae,Blues","modern,dance",0.21772963,1000,1985
A0333,Dana Martinez,SE,Folk,"morning,spoken-word,folk-rock",0.307786,51000,1965
A0334,Andrea Hubbard,US,"Country,Jazz,Rock","solo,progressive,melancholic,psychedelic",0.08628373,210000,1965
A0335,Daniel Kane,AU,"Reggae,Blues","party,rainy-day,folk-rock,morning,night",0.12840223,1000,1984
A0336,Charles Lester,US,Indie,"instrumental,house",0.35721144,6000,1994
A0337,Scott Thomas,FR,"Indie,Folk","2020s,latin,electric,drill,trap",0.24593945,1000,1961
A0338,David Thompson,US,"Indie,Rock","synth,fast",0.023026887,1000,2013
A0339,Allison Smith,KR,"Rock,Jazz","trap,house",0.20185027,6000,1967
A0340,Cynthia Morris,US,"Jazz,Ambient,Hip-Hop","female-vocal,2020s,remix",0.06361455,381000,2022
A0341,Anthony Harmon,MX,"Reggae,Ambient","70s,art-rock,vocals",0.28793225,1000,1977
A0342,Nichole Alvarez,BR,"Latin,Jazz,Hip-Hop","techno,mainstream,morning,heartbreak",0.10659561,2000,1983
A0343,Kayla Rodriguez,AU,"Electronic,Pop,Classical","party,underground,post-rock,chill",0.4322902,5000,1970
A0344,Theresa Williams,JP,Classical,"drone,choir,a-cappella",0.58399606,1000,2011
A0345,Sharon Boyd,JP,"Latin,Country,Metal","post-rock,spoken-word,heartbreak,melancholic,groove",0.22891006,4033000,2006
A0346,Victor Brown,MX,Pop,"workout,underground",0.2831043,1000,1964
A0347,James Parks,US,Jazz,"summer,chill",0.36133963,1000,1966
A0348,Theodore Jones Jr.,AU,"Folk,Indie","underground,60s,live",0.3220124,1000,1998
A0349,Ana Hill,US,Folk,"ambient,bass,noise",0.18014824,1000,2014
A0350,Kimberly Nguyen,AU,Ambient,"instrumental,house,guitar,2000s",0.35933024,1000,1966
A0351,Kerry Chavez DDS,US,"Indie,Country","guitar,remix,acoustic",0.45814118,1000,1973
A0352,Michael Farrell,CA,"Jazz,Country","slow,70s",0.08356275,1000,1994
A0353,Patricia Le,CA,Pop,"classic,synth,road-trip,house",0.24167766,12000,1966
A0354,Jesse Perez,UK,"Rock,Indie,Jazz","vocals,70s",0.31966192,1000,1979
A0355,Jesse Perry,CA,"Electronic,Ambient,Metal","synth,upbeat,classic",0.29227254,2000,1960
A0356,Jeffery Ortega,JP,"Jazz,Blues,Rock","guitar,spoken-word",0.37297037,1000,1991
A0357,Christian Leblanc,JP,"Blues,Electronic","soul,studio,psychedelic,70s",0.07626962,1000,2005
A0358,Ronald Davis,UK,"Pop,Jazz,Blues","winter,latin,70s,study",0.54664284,9000,1985
A0359,Parker Cain,AU,R&B,"trap,80s",0.24527803,1000,1976
A0360,Laurie Hoffman,KR,Jazz,"2010s,guitar,energetic,night",0.4386188,1000,1986
A0361,Bryan Gomez,US,"Blues,Rock,Indie","post-rock,acoustic,synth,guitar",0.077448666,3000,1992
A0362,Nicole Parrish,US,Indie,"drums,2010s",0.41692275,3000,1970
A0363,Tracy Burke,US,"Indie,Pop","techno,art-rock,summer",0.12533547,3000,1967
A0364,Kenneth Lewis,DE,Ambient,"chill,classic,winter",0.08604682,1000,1971
A0365,Courtney Rodriguez,UK,"Electronic,Pop","experimental,soul,slow,art-rock",0.054851163,3000,2022
A0366,Holly Farmer,JP,Rock,"vocals,morning",0.120705515,1000,2005
A0367,Renee Bruce,DE,"Indie,Latin,Country","progressive,70s,piano,slow",0.06728046,9000,1967
A0368,Sabrina Austin,US,"Blues,Classical,Rock","mainstream,90s,2020s",0.202728,1000,1978
A0369,Allison Hickman,NO,"Blues,Country,Hip-Hop","rainy-day,folk-rock,bass,african,solo",0.24049833,1000,1985
A0370,Debra White,JP,"Ambient,Country","studio,rainy-day,post-rock",0.065068066,3000,1971
A0371,Ellen Morgan,US,Hip-Hop,"folk-rock,trap,experimental,psychedelic,piano",0.24373911,1000,2013
A0372,Sergio Knight,UK,"Indie,Blues","vocals,love,drums,solo,trap",0.24012569,1000,2019
A0373,Charles Schultz,US,R&B,"piano,bass,american",0.22079818,1000,1975
A0374,Paul Lewis,US,Classical,"70s,spoken-word,synth,heartbreak,chill",0.24135475,6000,1961
A0375,Glen Wood,US,"Latin,Indie","acoustic,experimental,drill",0.08608691,1000,1976
A0376,Paula Bradley,KR,Latin,"solo,experimental",0.33658594,1000,1996
A0377,Anthony Moore,UK,Folk,"electric,european,slow",0.14813054,2000,2010
A0378,Megan Nelson,UK,"Blues,Jazz,Folk","morning,post-rock",0.40906775,120000,1981
A0379,Karla Ramos,FR,"Classical,R&B","folk-rock,underground,slow",0.14141943,2000,1977
A0380,Paul Wilson,CA,Ambient,"melancholic,solo,morning",0.061895035,1000,1975
A0381,Douglas Gregory,KR,Ambient,"80s,night",0.33408618,4000,1960
A0382,Mr. Andrew Foster,JP,Country,"upbeat,modern,experimental,group",0.38626936,4000,1960
A0383,Aimee Turner,UK,"Metal,R&B","drums,groove,neo-soul,live,bass",0.15825827,1000,1986
A0384,Chad Scott,UK,Ambient,"ambient,groove,synth,remix,piano",0.09998027,2000,1998
A0385,Adam Burgess,IT,"Rock,Reggae,Pop","cover,synth,summer,group",0.16034919,1000,1960
A0386,James Padilla,FR,"Ambient,Classical,Blues","drill,love",0.100106075,1000,1972
A0387,Sandra Drake,MX,Reggae,"bass,synth",0.5302907,1000,2017
A0388,Scott Williams,US,"Jazz,Classical","psychedelic,european,african",0.43968648,1000,2022
A0389,Thomas Atkins,SE,"Reggae,Ambient,Jazz","synth,winter,night,classic",0.3603388,5000,2000
A0390,Laura Mckinney,AU,Reggae,"african,piano",0.3385548,1000,1992
A0391,Brian Smith,US,"Jazz,Country,Reggae","mainstream,acoustic,lo-fi,american",0.1865236,1000,1996
A0392,Robert Montgomery,AU,"Reggae,Pop","80s,love,slow,group",0.020929094,1000,1983
A0393,Tamara Davis,DE,"Rock,Jazz,Classical","90s,underground,drill,2010s,neo-soul",0.055856626,6000,1972
A0394,Dana Chapman,US,"Ambient,Latin","melancholic,duo",0.26844412,1000,1983
A0395,Jennifer Collins,UK,"Blues,Country","guitar,60s,piano,female-vocal,neo-soul",0.07140571,3000,2004
A0396,Gary Jackson,BR,"Folk,Ambient","trap,love",0.20735069,5000,2001
A0397,Ashley Hicks,US,"Classical,Metal","art-rock,study,upbeat",0.073943384,9000,2002
A0398,Hannah Luna,UK,"Rock,Folk,Country","upbeat,winter,2020s,workout,road-trip",0.2186004,36000,1998
A0399,Robin Young,UK,"Country,Metal","guitar,experimental,bass",0.14385785,1000,1963
A0400,Craig Morrison,US,Rock,"winter,group,modern",0.09935001,56000,1999
A0401,Mary Thompson,NG,"Blues,Jazz,Rock","electric,heartbreak,choir",0.21065874,8000,2015
A0402,Kathleen Webster,JP,"Electronic,Folk,Pop","winter,classic",0.47303948,2000,2000
A0403,Joann Glass,US,"Ambient,Classical","electric,2020s",0.44122958,1000,1996
A0404,Madison Weber,IT,"Indie,Folk,Latin","soul,2010s,synth,70s",0.053604353,5000,1974
A0405,Lori Hernandez,NO,"Ambient,Country","guitar,folk-rock,funk,underground,road-trip",0.15873136,28000,2009
A0406,Jeremy Turner,US,"Hip-Hop,Electronic","male-vocal,modern,art-rock,drums,house",0.24856822,1000,1988
A0407,Anthony Romero,BR,Blues,"classic,instrumental,neo-soul",0.35396206,1000,1976
A0408,Jesse Brown,US,"Reggae,Ambient,Hip-Hop","groove,drone,classic,cover",0.09313232,4000,1990
A0409,Angela Lin,IT,"Classical,Hip-Hop,Ambient","melancholic,60s,rainy-day,classic,progressive",0.4758458,1000,1967
A0410,Lisa Hunter,DE,"Hip-Hop,Latin,R&B","bass,european,american,piano",0.08035953,1000,2018
A0411,Julian Conner,DE,"Reggae,Classical,R&B","2010s,techno,male-vocal,spoken-word,guitar",0.22887157,7000,2004
A0412,Joanna Pacheco,US,"Country,Ambient","60s,drone,night,folk-rock",0.3029763,2000,1980
A0413,Erica Alvarez,NO,Hip-Hop,"classic,melancholic",0.09512825,3000,2010
A0414,Antonio Garcia,US,"R&B,Latin,Metal","rainy-day,lo-fi,group,2020s",0.23237427,37000,1963
A0415,Gwendolyn Klein,US,Country,"party,choir",0.13921762,4000,1984
A0416,Carrie Wright,US,Electronic,"experimental,trap,post-rock,funk",0.303931,1000,2001
A0417,Jeffrey Mills,JP,"Indie,Electronic","trap,progressive,a-cappella,melancholic,chill",0.11803765,1000,1961
A0418,Jake Campbell,US,"Indie,Classical","underground,classic,electric",0.029451082,1000,2004
A0419,George Harper,NG,"Metal,Folk","fast,party,night",0.3618942,14000,2011
A0420,Maria Jones,DE,"Ambient,Blues","bass,electric,acoustic,remix",0.060134113,1000,1997
A0421,Michael Mitchell,US,"Reggae,Country,Indie","upbeat,bass,2000s,african",0.108304046,1000,1972
A0422,Mary Escobar,US,"R&B,Classical","upbeat,2010s,morning,vocals,mainstream",0.24196538,1000,2007
A0423,Felicia Aguilar,US,Rock,"guitar,groove",0.23458596,11000,1981
A0424,Gregory Ponce,AU,R&B,"experimental,american,duo,rainy-day",0.13009493,64000,2006
A0425,Jenna Larson,BR,"Ambient,Classical","underground,workout,european,funk",0.1895354,1000,1999
A0426,Emily Bennett,US,"Electronic,Jazz","piano,night,folk-rock,energetic",0.15881243,1000,1965
A0427,Robin Santiago,SE,Jazz,"spoken-word,progressive,guitar,road-trip,post-rock",0.055486254,1000,1966
A0428,Nancy Jennings,US,"Pop,Hip-Hop,Reggae","slow,american,upbeat,90s",0.20461917,13000,1960
A0429,Maria Henderson,BR,"Hip-Hop,Rock,Country","energetic,progressive",0.15606607,1000,1964
A0430,Jack White,KR,"Metal,Rock,R&B","instrumental,a-cappella,party,70s,live",0.0033863122,6000,1978
A0431,Travis Tucker,JP,Hip-Hop,"experimental,male-vocal",0.39231202,1000,1961
A0432,Chad Jones,DE,"Metal,R&B","british,slow,heartbreak,cover,drill",0.29498535,2000,2019
A0433,Ashley Wise,BR,"Rock,Folk","ambient,night,morning,psychedelic",0.31485248,1000,2017
A0434,Sophia Johnson,US,"Ambient,Reggae","synth,post-rock,electric",0.11230437,1000,1970
A0435,Ralph Anderson,US,Electronic,"groove,guitar,group",0.7518499,1000,1979
A0436,Christopher Guerra,US,Jazz,"summer,a-cappella,winter",0.51857245,2000,2006
A0437,Rhonda Martin,CA,"Metal,Indie,Rock","a-cappella,art-rock,morning,2020s",0.4357446,2000,2001
A0438,Jason Rhodes,FR,"Ambient,Folk,R&B","classic,soul,2010s",0.20221926,1000,1996
A0439,Jeremy Mitchell,AU,"Electronic,Latin","mainstream,instrumental,modern",0.31162906,1000,2022
A0440,Joann Ferguson,SE,"Classical,Blues","british,funk",0.3746372,1000,1999
A0441,Robert Harrison,US,"Pop,Classical,Latin","modern,experimental",0.26599893,2000,2002
A0442,Holly Valentine,FR,"Country,Classical,Hip-Hop","solo,upbeat",0.046751767,1000,1991
A0443,Mrs. Diane Reyes,US,"Ambient,Classical,Hip-Hop","bass,fast,duo,90s",0.12447566,1000,1993
A0444,Tracy Montoya,US,Latin,"melancholic,a-cappella,mainstream",0.4090295,3000,1978
A0445,Brenda Wright,FR,"Classical,Metal","80s,vocals,funk,solo",0.18701307,2000,1992
A0446,Shelly Spencer,IT,R&B,"remix,classic",0.12774941,4000,2017
A0447,Ryan Rosales,AU,Pop,"electric,folk-rock,road-trip,noise,rainy-day",0.20123547,1000,1983
A0448,Phillip Nelson,US,R&B,"groove,post-rock,cover,trance",0.02783666,1000,1968
A0449,Brittany Kim,AU,"Blues,Country","guitar,studio,upbeat,cover",0.31612697,1000,1997
A0450,Courtney Hayes,US,"Blues,Folk","neo-soul,study,night,party,fast",0.24837567,4000,2009
A0451,Alexander Brown,NO,Blues,"electric,drone,spoken-word,party,night",0.042382278,27000,2020
A0452,Cynthia Vang,FR,"Country,Rock,Metal","funk,party,spoken-word,love",0.11760341,1000,1994
A0453,Alfred Galvan,US,Jazz,"modern,male-vocal,winter",0.042592928,29000,2009
A0454,Marie Moody,US,"Blues,R&B","90s,progressive,night,duo",0.29708022,3000,1975
A0455,Dustin Gallegos,US,"Electronic,Indie,Hip-Hop","2020s,duo",0.1434402,1000,1986
A0456,Brenda Thornton,IT,"Indie,Classical,Rock","piano,post-rock,group,funk",0.08193412,1000,1986
A0457,Aaron Miller,UK,"Jazz,Rock","male-vocal,cover,piano",0.53273606,1000,1980
A0458,Ruben Dunn,JP,"Latin,Country","house,folk-rock,drone,90s,duo",0.3388385,4000,2005
A0459,Kelsey Rodriguez,AU,"Reggae,Latin,Electronic","vocals,study,groove",0.19823661,1000,2015
A0460,Eric Williams,CA,"Jazz,Metal","mainstream,groove",0.21586448,2000,1980
A0461,Riley Bryant,US,"Classical,Pop,Folk","funk,melancholic",0.19109824,2000,1968
A0462,Taylor Carlson,MX,"R&B,Rock,Metal","love,techno,80s,road-trip",0.22070141,2000,2012
A0463,Jose Allen,US,"Ambient,Folk,Pop","chill,cover,female-vocal,american",0.12063073,2000,2013
A0464,Jeffrey Mendez,CA,"Classical,Electronic,R&B","solo,rainy-day",0.5431971,21000,2018
A0465,Jason Beck,DE,"Hip-Hop,Country","melancholic,love,spoken-word",0.29363248,2000,1976
A0466,William Jones,DE,Blues,"drone,studio",0.15297684,2000,2005
A0467,Katie Mcneil,MX,Jazz,"party,african,group,techno",0.21666741,2000,2005
A0468,Jeanette Harrison,US,"Indie,Country","2020s,male-vocal",0.17115317,1000,2009
A0469,Veronica King,CA,Classical,"instrumental,cover,night,party,electric",0.08410732,2000,2010
A0470,Richard Cooper,UK,"Latin,R&B,Reggae","a-cappella,drone,instrumental,bass,neo-soul",0.4205353,1000,2020
A0471,Lori Ingram,UK,"Country,Electronic,Indie","underground,a-cappella,british,trance,art-rock",0.016035737,1000,1990
A0472,Evelyn Williams,US,Country,"ambient,funk,2010s,drill,cover",0.08388846,3000,1964
A0473,Robin Thompson,US,"Hip-Hop,Blues,R&B","soul,progressive,art-rock",0.4210864,3000,1972
A0474,Julie Dominguez,US,Blues,"guitar,80s,a-cappella",0.43136254,2000,2015
A0475,Robin Brown,US,Electronic,"soul,party",0.16238858,3000,2013
A0476,Judith Carter,UK,"Rock,Classical,Blues","vocals,funk,piano",0.08887676,1000,1960
A0477,Curtis Williams,AU,"Metal,Hip-Hop,Latin","studio,acoustic,drums",0.085876785,1000,1983
A0478,Kaylee Hays,AU,"R&B,Pop,Electronic","soul,funk",0.19692425,1000,1975
A0479,Dawn Mullins,UK,"Ambient,Reggae","female-vocal,drone",0.05904562,1000,1980
A0480,Howard Norman,UK,Ambient,"techno,experimental,house",0.25585705,1000,2000
A0481,Evelyn Martinez,US,"Rock,Blues,Pop","trap,night,2000s",0.29121345,1000,1992
A0482,Steve Paul,AU,"Folk,Metal,Electronic","upbeat,american,funk",0.18816297,1000,1990
A0483,Jasmine Beltran,US,"Jazz,Rock","techno,drums,ambient,classic",0.25048572,1000,1987
A0484,Jonathan Glass MD,US,"Folk,Classical","female-vocal,drill,funk,instrumental",0.3241084,6000,2000
A0485,Monica Miller,UK,"Classical,Ambient,Folk","acoustic,choir,guitar,synth,60s",0.18914433,3000,2003
A0486,Samantha Gardner,UK,"Jazz,Electronic,R&B","remix,classic,trap,groove,drums",0.20910516,2000,1962
A0487,Bobby Guerrero,US,"Hip-Hop,Indie","folk-rock,2010s,vocals",0.61754173,2000,1968
A0488,Lance Simmons,CA,"Hip-Hop,R&B","solo,instrumental,guitar,workout,studio",0.26760805,14000,1981
A0489,Heather Williams,CA,"Hip-Hop,Ambient","electric,folk-rock",0.3275485,3000,1987
A0490,Heather Bolton,FR,"Classical,Folk","lo-fi,art-rock,80s,techno,drill",0.24413207,1000,2022
A0491,William Gould,DE,"Folk,Classical","noise,fast,drill,funk,art-rock",0.21437873,1000,2016
A0492,Mark Cox,DE,"Electronic,Jazz","american,acoustic,heartbreak",0.22854903,1000,2000
A0493,Meghan Cisneros,US,Reggae,"study,night,psychedelic,drill",0.31322268,2000,1962
A0494,Lawrence Harrington,JP,"Jazz,Reggae","experimental,drums,choir",0.04479279,1000,1966
A0495,Austin Osborne,CA,"Classical,Blues,Jazz","classic,choir,spoken-word,workout",0.40162718,1000,1988
A0496,James Bradley,UK,"Reggae,Metal","group,drone",0.19819883,1000,1996
A0497,Meghan Rush,AU,Jazz,"folk-rock,2000s,cover,soul",0.029357318,1000,2001
A0498,Phillip Berry,UK,Country,"electric,70s,group",0.06436488,5000,1968
A0499,Jennifer Banks,CA,"Ambient,R&B,Electronic","art-rock,african",0.068153106,12000,2015
A0500,Brian Fitzgerald,FR,Metal,"2020s,melancholic,british,60s,love",0.039186556,1000,1991
A0501,Mr. Justin Green III,NO,"Hip-Hop,Reggae,Metal","70s,love",0.20042586,1000,1997
A0502,Zachary Mitchell,KR,Electronic,"european,chill,guitar,drums,classic",0.2813014,1000,1962
A0503,Katherine Martinez,CA,"Jazz,Hip-Hop,Reggae","workout,slow",0.13393861,2000,2011
A0504,Jodi Roach,CA,"Reggae,Rock,Blues","duo,road-trip,bass",0.12854736,5000,1994
A0505,Brandon Fleming,JP,"Folk,Rock,Pop","synth,duo,drums",0.060893845,1000,1974
A0506,Emma Reed,US,Blues,"duo,winter,female-vocal",0.29592207,11000,1980
A0507,Joshua Vance,BR,"Jazz,R&B,Rock","trap,solo,80s,a-cappella",0.42464548,8000,1982
A0508,Michelle Ho,UK,"Folk,Country,Reggae","synth,modern,electric",0.12321703,1000,1961
A0509,Rebecca Hicks,US,"Indie,Rock,Electronic","60s,british,progressive,solo,groove",0.10338233,2000,2019
A0510,Curtis Taylor,US,"Ambient,Country","heartbreak,folk-rock,cover,vocals",0.35056138,1000,2010
A0511,Allison Spencer,SE,Folk,"energetic,guitar,groove,classic,chill",0.22370616,6000,2015
A0512,Robert Arnold,US,Blues,"trap,european,drums,noise",0.092758894,1000,1982
A0513,Angelica Parker,US,Ambient,"techno,bass,african,live",0.21276888,1000,1995
A0514,Dr. Kelly Hammond DVM,US,"Pop,Indie","underground,female-vocal,choir,cover,funk",0.04361986,6000,1988
A0515,William Day,US,"Pop,Rock","experimental,trance,latin",0.13647579,1000,1989
A0516,Michael Cooper,US,"Rock,Folk,Pop","live,noise",0.14633645,3000,1997
A0517,Penny Bowman,FR,"Ambient,Classical,Electronic","neo-soul,energetic",0.23821081,19000,1988
A0518,Vincent Reynolds,US,"Folk,Pop","soul,underground,electric,melancholic,2000s",0.41276014,1000,2008
A0519,Amy Martinez,BR,"R&B,Latin","energetic,choir,female-vocal,trap",0.2655127,1000,1963
A0520,Christopher Morris,SE,"Pop,Latin,Classical","studio,funk,slow",0.17876269,3000,1972
A0521,Hannah Everett,UK,"Hip-Hop,Metal","70s,2000s",0.18333425,21000,2016
A0522,Sarah King,US,"Jazz,Latin,Indie","ambient,trap,male-vocal,rainy-day,melancholic",0.10740876,4000,2015
A0523,Krista Martinez,AU,"Metal,Ambient,Blues","slow,psychedelic,fast,progressive",0.30885267,4000,2011
A0524,Joseph Shaw,US,"Classical,Indie","heartbreak,studio,2010s",0.49760193,1000,1983
A0525,Todd Moore,UK,"Metal,Ambient","european,road-trip",0.20005015,1000,1988
A0526,Michelle Jacobs,MX,Country,"folk-rock,progressive,70s,female-vocal,synth",0.30312872,1000,1961
A0527,Kristy Bryan,IT,Classical,"drill,workout,choir",0.11126866,1000,1977
A0528,Angel May,JP,"Hip-Hop,Latin,Ambient","workout,underground",0.30443826,1000,2005
A0529,Marilyn Wang,US,"Latin,Indie","80s,winter,classic,trap,heartbreak",0.35810122,1000,1981
A0530,Mark Jimenez,DE,"Indie,Latin,Reggae","slow,duo",0.288435,2000,1990
A0531,Donna Frye,FR,"Latin,R&B,Jazz","80s,piano",0.41327494,1000,1967
A0532,Dr. Michael Evans,UK,"Classical,Blues,Latin","chill,heartbreak,road-trip,a-cappella",0.35543907,1000,1991
A0533,Anthony Gonzales,DE,Latin,"progressive,love,studio",0.29551774,1000,2005
A0534,Mr. Lawrence Edwards,US,Hip-Hop,"60s,techno",0.2307559,1000,1996
A0535,Morgan Valencia,US,Hip-Hop,"melancholic,art-rock,study,2020s,neo-soul",0.22641067,4000,1995
A0536,Bianca Wood,CA,"Rock,Electronic,Classical","fast,2000s,melancholic,mainstream",0.13278009,4000,2017
A0537,Emma Owens,US,"Pop,Electronic,Metal","post-rock,workout,synth,experimental,group",0.021569068,1000,1974
A0538,James Gilbert,US,"Electronic,Folk,Hip-Hop","heartbreak,winter,techno,female-vocal",0.34793997,8000,1978
A0539,Sean Moore,BR,Electronic,"duo,african,80s",0.31680247,1000,1999
A0540,Kenneth Edwards,IT,"Electronic,Rock,Hip-Hop","piano,ambient,noise,drums,mainstream",0.3492997,3000,1990
A0541,Kathleen Robertson,CA,"Classical,Reggae,Hip-Hop","female-vocal,workout",0.5281065,1000,2021
A0542,Mr. Alexander Landry MD,BR,Country,"dance,art-rock,80s",0.1770184,5000,1963
A0543,Cindy Gomez,IT,"Hip-Hop,Metal","trap,american,road-trip",0.2726613,2000,1967
A0544,Johnny Khan,US,"Rock,Latin,R&B","psychedelic,american,male-vocal,2010s",0.2694274,1000,1981
A0545,Julie Herrera,UK,"Latin,Ambient","heartbreak,60s,art-rock,female-vocal,road-trip",0.038858496,2000,1988
A0546,Jessica Khan,UK,"Electronic,Indie,Country","upbeat,vocals,european,techno",0.4077374,1000,2016
A0547,Pamela Diaz,US,"Blues,Latin","2020s,synth",0.124803334,1000,1991
A0548,Kelly Lee,JP,"R&B,Classical","african,piano,road-trip,melancholic",0.19088912,4000,1987
A0549,Angel Gordon,UK,"Pop,Jazz","solo,house,african",0.057660334,1000,1970
A0550,Diana Hays,UK,"Electronic,Jazz,Pop","heartbreak,chill,drone",0.076537155,4000,1987
A0551,Barbara Hester,US,"Hip-Hop,R&B,Folk","2020s,female-vocal,rainy-day",0.20526485,4000,1993
A0552,Robert Morgan,US,"Metal,R&B,Latin","funk,underground,synth,american,african",0.33442193,1000,1996
A0553,Nicole Gonzalez,NG,"Rock,Classical","instrumental,trance,heartbreak,fast",0.026857838,2000,1998
A0554,Kathryn Williams,US,Hip-Hop,"female-vocal,road-trip,60s,workout",0.12274276,13000,1987
A0555,Gary Wells,US,"Reggae,Country","70s,drums",0.11006058,2000,1969
A0556,Larry Robertson,US,Blues,"group,drill,folk-rock,study",0.33014408,1000,1969
A0557,Louis Martin,UK,"Blues,Latin,Indie","drone,study,piano,2010s",0.20683159,1000,1969
A0558,Nancy Evans MD,AU,"Classical,Latin","african,2020s",0.13763489,34000,1998
